"Nr.","Typ","Phase","Baustatus","Bohrung","Passstück","Montage-Status","Abgelehnt","Module","Höhe (Soll)","Betriebs-ID","SP Status","Stapel","Pos","Stack bestellt","Stack geliefert","Vormontiert am","Primärkonstruktion montiert","Modulträger montiert","Kranstandorte nach Jahr","Bestellfristen","Birkhuhn","Planungszonen ILF","Bauphasen_STRABAG_260410"
"709","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2021.02","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"710","B","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2021.16","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"711","B","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2020.94","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_5 · 27_BP_C_4","27_BP_C_5 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_5"
"712","B","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2020.68","","2","","","—","—","—","—","—","26_5.4 · 26_5.5 · 27_BP_C_6 · 27_BP_C_5 · 27_BP_C_4","27_BP_C_6 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_6"
"715","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2023.48","C4-9-4","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 26_4.2 · 27_BP_C_1","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"716","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2023.70","C4-9-3","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 26_4.2 · 27_BP_C_1","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"717","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2023.70","C4-9-2","2","","","—","—","—","—","—","26_5.1 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"718","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2023.64","C4-9-1","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"719","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2023.44","C3-11-5","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"720","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2023.30","C3-11-4","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_3 · 27_BP_C_2","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"721","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2023.23","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"722","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2023.00","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_9.10 · 27_BP_D_2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"723","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2022.84","","2","","","—","—","—","—","—","26_5.3 · 27_9.10 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"724","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2023.07","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"725","B","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2023.07","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"726","B","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2022.97","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 26_5.5 · 27_BP_C_5 · 27_BP_C_4","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"728","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2025.55","C4-10-4","2","","","—","—","—","—","—","26_4.3 · 26_4.4","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"729","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2025.34","C4-10-3","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 26_4.2 · 27_BP_C_1","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"730","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2025.51","C4-10-2","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 27_BP_C_1","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"731","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2025.47","C4-10-1","2","","","—","—","—","—","—","26_5.1 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"732","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2025.46","C3-12-8","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"733","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2025.16","C3-12-7","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_D_1 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"734","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2025.13","C3-12-6","2","","","—","—","—","—","—","26_5.2 · 27_BP_D_1 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"735","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2025.31","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_D_1 · 27_BP_D_2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"736","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2025.14","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_9.10 · 27_BP_D_2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"737","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2025.15","","2","","","—","—","—","—","—","26_5.3 · 27_9.10 · 27_BP_D_2 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"738","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2024.97","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_9.10 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"739","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2025.02","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_D_3 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"740","B","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2024.88","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_5 · 27_BP_C_4","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"741","B","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2024.29","C2-13-2","2","","","—","—","—","—","—","26_5.4 · 27_BP_C_5 · 27_BP_C_4","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"742","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2027.58","C4-11-4","2","","","—","—","—","—","—","26_4.3 · 26_4.4 · 26_4.5","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"743","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2027.24","C4-11-3","2","","","—","—","—","—","—","26_4.4 · 26_4.5 · 27_BP_C_1","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"744","C","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2027.50","C4-11-2","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 27_BP_C_1","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"745","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2027.51","C4-11-1","2","","","—","—","—","—","—","26_5.1 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"746","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2027.44","C3-13-5","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_D_1 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"747","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2027.06","C3-13-4","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_D_1 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"748","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2027.25","C3-13-3","2","","","—","—","—","—","—","26_5.2 · 27_BP_D_1 · 27_BP_D_2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"749","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2027.23","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_9.10 · 27_BP_D_1 · 27_BP_D_2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"750","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2027.02","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_9.10 · 27_BP_D_2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"751","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2026.86","","2","","","—","—","—","—","—","26_5.3 · 27_9.10 · 27_BP_D_2 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"752","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2026.91","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_9.10 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"753","B","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2027.04","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_D_3 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"755","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.17","C4-12-7","2","","","—","—","—","—","—","26_4.4 · 26_4.5","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"756","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.13","C4-12-6","2","","","—","—","—","—","—","26_4.4 · 26_4.5","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"757","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.26","C4-12-5","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 27_BP_C_1","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"758","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.51","C4-12-4","2","","","—","—","—","—","—","26_5.1 · 27_9.9 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"759","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.29","C4-12-3","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_9.9 · 27_BP_D_1 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"760","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.18","C4-12-2","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_D_1 · 27_BP_C_2","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"761","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.18","C4-12-1","2","","","—","—","—","—","—","26_5.2 · 27_BP_D_1 · 27_BP_D_2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"762","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.25","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_9.10 · 27_BP_D_1 · 27_BP_D_2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"763","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.13","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_9.10 · 27_BP_D_2 · 27_BP_C_3","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"764","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.00","","2","","","—","—","—","—","—","26_5.3 · 27_9.10 · 27_BP_D_2 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"765","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2028.80","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_9.10 · 27_BP_D_2 · 27_BP_D_3 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"769","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2030.68","C4-13-4","2","","","—","—","—","—","—","26_4.4 · 26_4.5","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"770","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2030.99","C4-13-3","2","","","—","—","—","—","—","26_4.5 · 27_9.9 · 27_BP_C_1","26_4.5 || 2026-09-10","Schlussbauzone (#2)","PZ2 (#3)","26_4.5"
"771","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2031.33","C4-13-2","2","","","—","—","—","—","—","26_5.1 · 27_9.9 · 27_BP_D_1 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"772","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2031.25","C4-13-1","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_9.9 · 27_BP_D_1 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"773","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2031.11","C3-15-3","2","","","—","—","—","—","—","26_5.2 · 27_9.9 · 27_BP_D_1 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"774","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2030.94","C3-15-2","2","","","—","—","—","—","—","26_5.2 · 27_9.10 · 27_BP_D_1 · 27_BP_D_2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"775","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2030.97","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_9.10 · 27_BP_D_1 · 27_BP_D_2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"776","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2030.85","","2","","","—","—","—","—","—","26_5.3 · 27_9.10 · 27_BP_D_1 · 27_BP_D_2 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"777","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2030.81","","2","","","—","—","—","—","—","26_5.3 · 27_9.10 · 27_BP_D_2 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"818","B","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2024.95","C5-12-3","2","","","—","—","—","—","—","26_4.3 · 26_4.1","26_4.3 || 2026-08-06","","PZ2 (#3)","26_4.3"
"819","C","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2024.95","C5-12-2","2","","","—","—","—","—","—","26_4.3 · 26_4.4 · 26_4.1","26_4.4 || 2026-08-17","","PZ2 (#3)","26_4.4"
"820","C","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2026.21","C5-13-1","2","","","—","—","—","—","—","26_4.3 · 26_4.4 · 26_4.1","26_4.4 || 2026-08-17","","PZ2 (#3)","26_4.4"
"821","B","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2026.43","C5-13-3","2","","","—","—","—","—","—","26_4.3 · 26_4.1","26_4.3 || 2026-08-06","","PZ2 (#3)","26_4.3"
"822","C","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2026.38","C5-13-2","2","","","—","—","—","—","—","26_4.3 · 26_4.4 · 26_4.1","26_4.4 || 2026-08-17","","PZ2 (#3)","26_4.4"
"824","B","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2028.10","C5-14-3","2","","","—","—","—","—","—","26_4.3","26_4.3 || 2026-08-06","","PZ2 (#3)","26_4.3"
"825","B","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2028.04","C5-14-2","2","","","—","—","—","—","—","26_4.3 · 26_4.4 · 26_4.1","26_4.3 || 2026-08-06","","PZ2 (#3)","26_4.3"
"827","B","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.55","C5-15-3","2","","","—","—","—","—","—","26_4.3","26_4.3 || 2026-08-06","","PZ2 (#3)","26_4.3"
"828","B","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.35","C5-15-2","2","","","—","—","—","—","—","26_4.3 · 26_4.4","26_4.3 || 2026-08-06","","PZ2 (#3)","26_4.3"
"829","C","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2029.72","C5-17-1","2","","","—","—","—","—","—","26_4.3 · 26_4.4","26_4.3 || 2026-08-06","","PZ2 (#3)","26_4.3"
"880","D","26v-B04T03-B5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.14","B5.3-6-1","2","","","—","—","—","—","—","26_4.2 · 27_BP_C_1","26_4.2 || 2026-07-06","","PZ2 (#3)","26_4.2"
"967","E_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1977.94","","2","16","1","2.9.2025","7.10.2025","—","1.10.2025","7.10.2025","27_7.7","","","PZ25 (#11)",""
"968","B_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1977.96","","2","16","2","2.9.2025","7.10.2025","—","30.9.2025","7.10.2025","27_7.7","","","PZ25 (#11)",""
"969","B_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1978.16","","2","16","3","2.9.2025","7.10.2025","—","30.9.2025","7.10.2025","27_7.7","","","",""
"970","B_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","8","1978.11","","2","20","1","12.8.2025","7.10.2025","—","23.9.2025","7.10.2025","27_7.7","","","PZ3 (#4)",""
"971","E_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1979.56","","2","16","4","2.9.2025","7.10.2025","—","3.10.2025","7.10.2025","27_7.7","","","PZ25 (#11)",""
"972","B_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1979.97","","2","16","5","2.9.2025","7.10.2025","—","30.9.2025","7.10.2025","27_7.7","","","PZ25 (#11)",""
"973","B_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1979.77","","2","16","6","2.9.2025","7.10.2025","—","30.9.2025","7.10.2025","26_BP_B_1 · 27_7.7","","","PZ25 (#11)",""
"976","E_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1981.85","","2","17","1","2.9.2025","3.10.2025","—","3.10.2025","3.10.2025","","","","PZ25 (#11)",""
"977","E_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1981.71","","2","16","7","2.9.2025","7.10.2025","—","3.10.2025","7.10.2025","26_BP_B_1 · 27_7.7","","","PZ25 (#11)",""
"978","B_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1981.67","","2","17","2","2.9.2025","3.10.2025","—","1.10.2025","3.10.2025","26_BP_B_1 · 27_7.7","","","PZ25 (#11)",""
"982","E_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1983.23","","2","17","3","2.9.2025","3.10.2025","—","3.10.2025","3.10.2025","26_BP_B_1","","","PZ25 (#11)",""
"983","B_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1983.56","","2","17","4","2.9.2025","3.10.2025","—","1.10.2025","3.10.2025","26_BP_B_1","","","PZ25 (#11)",""
"984","B_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1983.29","","2","11","1","25.8.2025","6.10.2025","—","29.9.2025","6.10.2025","26_BP_B_1","","","PZ25 (#11)",""
"986","E_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1985.47","","2","18","7","2.9.2025","30.9.2025","—","3.10.2025","7.10.2025","","","","PZ25 (#11)",""
