"Nr.","Typ","Phase","Baustatus","Bohrung","Passstück","Montage-Status","Abgelehnt","Module","Höhe (Soll)","Betriebs-ID","SP Status","Stapel","Pos","Stack bestellt","Stack geliefert","Vormontiert am","Primärkonstruktion montiert","Modulträger montiert","Kranstandorte nach Jahr","Bestellfristen","Birkhuhn","Planungszonen ILF","Bauphasen_STRABAG_260410"
"2286","D","26b-B03T09-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1977.77","TG.N-3-1","2","","","—","—","—","—","—","26_6.2","26_6.2 || ","Schlussbauzone (#3)","PZ1 (#1)","26_6.2"
"2288","C","26b-B03T09-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1982.03","TG.N-4-1","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_6.2","26_6.2 || ","Schlussbauzone (#3)","PZ1 (#1)","26_6.2"
"2289","C","26b-B03T09-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1983.96","TG.N-5-1","2","","","—","—","—","—","—","26_6.1/BP_B_10 · 26_6.2","26_6.1 || ","Schlussbauzone (#3)","PZ1 (#1)","26_6.1"
"2290","D","26b-B03T09-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1976.64","TG.N-2-1","2","","","—","—","—","—","—","26_6.2","26_6.2 || ","Schlussbauzone (#3)","PZ1 (#1)","26_6.2"
"2291","E","26b-B03T09-TG","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1975.56","TG.N-1-1","2","","","—","—","—","—","—","26_6.2","26_6.2 || ","Schlussbauzone (#3)","PZ1 (#1)","26_6.2"
"2292","B_KF2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1994.12","B1-9-4","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_3.1/1.4 · 26_BP_B_9 · 26_BP_B_8","26_BP_B_9 || 2026-09-02","Schongebiet (#1)","PZ1 (#1)","26_BP_B_9"
"2293","B_2025","3","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1977.04","","2","12","10","25.7.2025","8.8.2025","—","17.9.2025","17.9.2025","27_7.4","","","PZ25 (#12)",""
"2294","B_2025","4","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1976.16","","2","7","9","25.7.2025","18.8.2025","—","11.8.2025","19.8.2025","27_7.4","","","PZ25 (#12)",""
"2307","B_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1982.21","","2","9","9","12.8.2025","8.10.2025","—","19.9.2025","8.10.2025","26_BP_B_1 · 26_BP_B_2","","","PZ25 (#11)",""
"2308","B_2025","1","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","8","1981.56","","2","20","4","12.8.2025","7.10.2025","—","19.9.2025","7.10.2025","26_BP_B_1","","","PZ25 (#11)",""
"2312","B","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","8","2026.73","","2","","","—","—","—","—","—","26_5.4 · 27_BP_D_3 · 27_BP_C_5 · 27_BP_C_4","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"2313","A","3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","8","2028.61","","2","","","—","—","—","—","—","26_5.4 · 27_BP_D_3 · 27_BP_C_5 · 27_BP_C_4","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"2314","B","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2020.73","C4-7-6","2","","","—","—","—","—","—","26_4.3 · 26_4.4 · 26_4.2 · 27_BP_C_1","27_BP_C_1 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_1"
"2315","A","3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","8","2031.92","","2","","","—","—","—","—","—","26_5.4 · 27_BP_D_3 · 27_BP_C_4","27_9.10 || ","Schongebiet (#1)","PZ2 (#3)","27_9.10"
"292","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1972.92","A5.2-1-5","2","","","—","—","—","—","—","26_2.2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"293","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1972.94","A5.2-1-4","2","","","—","—","—","—","—","26_2.2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"294","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1972.94","A5.2-1-3","2","","","—","—","—","—","—","26_2.2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"295","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1972.66","A5.2-1-2","2","","","—","—","—","—","—","26_2.2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"296","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1972.77","A5.2-1-1","2","","","—","—","—","—","—","26_2.2 · 27_7.6 · 27_7.5 · 26_2.1","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"297","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1975.23","A5.2-2-6","2","","","—","—","—","—","—","26_2.2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"298","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1975.07","A5.2-2-5","2","","","—","—","—","—","—","26_2.2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"299","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1974.74","A5.2-2-4","2","","","—","—","—","—","—","26_2.2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"300","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1974.46","A5.2-2-3","2","","","—","—","—","—","—","26_2.2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"301","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1974.49","A5.2-2-2","2","","","—","—","—","—","—","26_2.2 · 27_7.6 · 27_7.5 · 26_2.1","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"302","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1974.70","A5.2-2-1","2","37","1","—","—","—","—","—","26_2.2 · 27_7.6 · 27_7.5 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"303","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1976.87","A5.2-3-7","2","","","—","—","—","—","—","26_2.2 · 26_BP_B_2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"304","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1976.76","A5.2-3-6","2","","","—","—","—","—","—","26_2.2 · 26_BP_B_2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"305","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1976.87","A5.2-3-5","2","","","—","—","—","—","—","26_2.2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"306","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1976.91","A5.2-3-4","2","","","—","—","—","—","—","26_2.2 · 27_7.6 · 27_7.5 · 26_2.1","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"307","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1977.05","A5.2-3-3","2","36","7","—","—","—","—","—","26_2.2 · 27_7.6 · 27_7.5 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"308","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1977.34","A5.2-3-2","2","37","2","—","—","—","—","—","27_7.5 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"309","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1977.55","A5.2-3-1","2","37","3","—","—","—","—","—","27_7.5 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"311","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1978.98","A5.2-4-7","2","","","—","—","—","—","—","26_2.2 · 26_BP_B_2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"312","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1979.28","A5.2-4-6","2","","","—","—","—","—","—","26_1.1 · 26_2.2 · 27_7.6 · 27_7.5 · 26_2.1","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"313","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1979.43","A5.2-4-5","2","36","6","—","—","—","—","—","26_1.1 · 26_2.2 · 27_7.6 · 27_7.5 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"314","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1979.61","A5.2-4-4","2","36","9","—","—","—","—","—","27_7.5 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"315","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1979.70","A5.2-4-3","2","36","10","—","—","—","—","—","27_7.5 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"316","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1979.66","A5.2-4-2","2","37","4","—","—","—","—","—","26_BP_B_4 · 27_7.5 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"318","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1981.28","A5.2-5-6","2","","","—","—","—","—","—","26_2.2 · 26_BP_B_2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"319","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1981.20","A5.2-5-5","2","","","—","—","—","—","—","26_2.2 · 26_BP_B_2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"320","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1981.30","A5.2-5-4","2","","","—","—","—","—","—","26_2.2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"321","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1981.42","A5.2-5-3","2","","","—","—","—","—","—","26_1.1 · 26_2.2 · 27_7.6 · 27_7.5 · 26_2.1","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"322","E_KF2025","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1981.68","A5.2-5-2","2","36","5","—","—","—","—","—","26_1.1 · 27_7.5 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"323","B_2025","26v-B01T01-A5","Abgesteckt","Abgesteckt","Nicht berechnet","Nicht begonnen","","10","1981.81","A5.2-5-1","2","36","8","—","—","—","—","—","26_1.1 · 27_7.5 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"326","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1980.92","B3-1-2","2","33","8","30.4.2026","11.5.2026","—","—","—","26_1.2 · 26_2.1","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"327","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1980.41","B3-1-1","2","34","4","30.4.2026","12.5.2026","—","—","—","","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"328","E","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1983.42","A5.2-6-5","2","","","—","—","—","—","—","26_2.2 · 26_BP_B_2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"329","E","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1983.47","A5.2-6-4","2","","","—","—","—","—","—","26_2.2 · 26_BP_B_2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"330","E","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1983.55","A5.2-6-3","2","","","—","—","—","—","—","26_1.1 · 26_2.2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"333","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","1983.39","B4-1-1","2","31","2","24.4.2026","8.9.2026","—","—","—","26_1.1 · 26_BP_B_4 · 27_7.5 · 26_2.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"334","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1983.47","B3-2-4","2","32","7","30.4.2026","9.5.2026","—","—","—","26_1.2 · 26_BP_B_4 · 27_7.5 · 26_2.1","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"337","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1982.90","B3-2-1","2","34","5","30.4.2026","12.5.2026","—","—","—","26_1.2 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"338","E_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1982.72","","2","24","1","29.9.2025","22.10.2025","—","20.10.2025","22.10.2025","26_BP_B_5","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"339","E_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1983.19","","2","24","2","29.9.2025","22.10.2025","—","20.10.2025","22.10.2025","26_1.3/BP_B_6","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"340","E_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1983.03","","2","24","3","29.9.2025","22.10.2025","—","20.10.2025","22.10.2025","26_1.3/BP_B_6","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"341","E_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1983.19","","2","24","4","29.9.2025","22.10.2025","—","20.10.2025","22.10.2025","26_1.3/BP_B_6 · 26_BP_B_7","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"342","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1982.43","B2-1-1","2","27","10","12.10.2025","2.1.2026","—","—","—","26_1.3/BP_B_6 · 26_BP_B_7","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"343","E_2025","26n-B09T08-B1","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","1982.91","B1-1-5","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 27_7.3","26_1.5 || 2026-06-25","","PZ1 (#1)","26_1.5"
"344","E_2025","26n-B09T08-B1","Passstück ausstehend","Geplant","Ausstehend","Nicht begonnen","","10","1982.93","B1-1-4","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7","26_1.5 || 2026-06-25","","PZ1 (#1)","26_1.5"
"345","E_2025","26n-B09T08-B1","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","1983.00","B1-1-3","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 26_BP_B_8","26_1.5 || 2026-06-25","","PZ1 (#1)","26_1.5"
"346","B_2025","26n-B09T08-B1","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","1983.09","B1-1-2","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_3.1/1.4 · 26_BP_B_8","26_1.4 || 2026-06-19","","PZ1 (#1)","26_1.4"
"347","B_2025","26n-B09T08-B1","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","1983.25","B1-1-1","2","","","—","—","—","—","—","26_3.1/1.4 · 26_BP_B_9 · 26_BP_B_8","26_1.4 || 2026-06-19","","PZ1 (#1)","26_1.4"
"348","E","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1985.64","A5.2-7-4","2","","","—","—","—","—","—","26_2.2 · 26_BP_B_2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"349","E","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1985.64","A5.2-7-3","2","","","—","—","—","—","—","26_2.2 · 26_BP_B_2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"350","E","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1985.67","A5.2-7-2","2","","","—","—","—","—","—","26_1.1 · 26_2.2 · 27_7.6 · 26_2.1","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"353","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","1985.51","B4-2-1","2","31","3","24.4.2026","8.9.2026","—","—","—","26_1.1 · 26_1.2 · 26_BP_B_4 · 27_7.5 · 26_2.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"356","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1984.99","","2","33","10","30.4.2026","11.5.2026","—","13.10.2025","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"357","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1985.50","B3-3-1","2","34","6","30.4.2026","12.5.2026","—","—","—","26_1.2 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"358","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1984.72","B2-2-5","2","26","9","1.12.2025","1.1.2026","—","—","—","26_1.3/BP_B_6 · 26_BP_B_5","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"359","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1984.61","B2-2-4","2","26","10","1.12.2025","1.1.2026","—","—","—","26_1.3/BP_B_6","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"360","E_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1984.75","","2","24","5","29.9.2025","22.10.2025","—","20.10.2025","22.10.2025","26_1.3/BP_B_6","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"361","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1984.52","B2-2-2","2","27","9","12.10.2025","2.1.2026","—","—","—","26_1.3/BP_B_6 · 26_BP_B_7","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"362","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1984.58","B2-2-1","2","27","8","12.10.2025","2.1.2026","—","—","—","26_1.3/BP_B_6 · 26_1.5/1.6/BP_B_7 · 26_BP_B_7","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"363","E_KF2025","26n-B09T08-B1","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","1985.14","B1-2-5","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7","26_1.5 || 2026-06-25","","PZ1 (#1)","26_1.5"
"364","E_KF2025","26n-B09T08-B1","Passstück ausstehend","Geplant","Ausstehend","Nicht begonnen","","10","1985.04","B1-2-4","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 26_BP_B_8","26_1.5 || 2026-06-25","","PZ1 (#1)","26_1.5"
"366","B_2025","26n-B09T08-B1","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","1985.06","B1-2-2","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_3.1/1.4 · 26_BP_B_8","26_1.4 || 2026-06-19","","PZ1 (#1)","26_1.4"
"367","B_2025","26n-B09T08-B1","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","1985.05","B1-2-1","2","","","—","—","—","—","—","26_3.1/1.4 · 26_BP_B_9 · 26_BP_B_8","26_1.4 || 2026-06-19","","PZ1 (#1)","26_1.4"
"369","E","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1987.34","A5.2-8-4","2","","","—","—","—","—","—","26_2.2 · 26_BP_B_2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"370","E","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1987.35","A5.2-8-3","2","","","—","—","—","—","—","26_1.1 · 26_2.2 · 26_BP_B_2 · 27_7.6","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"371","E","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1987.30","A5.2-8-2","2","","","—","—","—","—","—","26_1.1 · 26_2.2 · 27_7.6 · 26_2.1","26_2.2 || 2026-06-02","","PZ1 (#2)","26_2.2"
"372","E","26v-B01T01-A5","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1987.28","A5.2-8-1","2","36","1","—","—","—","—","—","26_1.1 · 26_2.1","26_2.1 || 2026-05-28","","PZ1 (#2)","26_2.1"
"373","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1987.03","","2","31","8","24.4.2026","8.9.2026","—","10.10.2025","—","26_1.1 · 26_BP_B_4 · 26_2.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"375","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","1986.86","B3-4-4","2","32","9","30.4.2026","9.5.2026","—","—","—","26_1.2 · 26_BP_B_4 · 26_2.1","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"376","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1986.97","B3-4-3","2","33","5","30.4.2026","11.5.2026","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"377","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1986.98","","2","34","1","30.4.2026","12.5.2026","—","16.10.2025","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"378","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1987.15","","2","34","7","30.4.2026","12.5.2026","—","16.10.2025","—","26_1.2 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"379","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1986.51","B2-3-5","2","26","7","1.12.2025","1.1.2026","—","—","—","26_1.3/BP_B_6 · 26_BP_B_5","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"380","E_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1987.63","","2","24","6","29.9.2025","22.10.2025","—","20.10.2025","22.10.2025","26_1.3/BP_B_6 · 26_BP_B_5","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"381","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1986.62","B2-3-3","2","26","8","1.12.2025","1.1.2026","—","—","—","26_1.3/BP_B_6","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"382","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1986.59","B2-3-2","2","27","7","12.10.2025","2.1.2026","—","—","—","26_1.3/BP_B_6 · 26_BP_B_7","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"383","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1986.69","B2-3-1","2","27","6","12.10.2025","2.1.2026","—","—","—","26_1.3/BP_B_6 · 26_1.5/1.6/BP_B_7 · 26_BP_B_7","26_1.3 || 2026-05-18","","PZ25 (#12)","26_1.3"
"384","E_2025","26n-B09T08-B1","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","1987.15","B1-3-5","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7","26_1.5 || 2026-06-25","","PZ1 (#1)","26_1.5"
"390","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1988.68","","2","30","10","24.4.2026","29.4.2026","—","14.10.2025","—","26_2.2 · 26_BP_B_2 · 27_7.6","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"391","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1988.79","","2","28","7","30.9.2025","20.4.2026","—","14.10.2025","—","26_1.1 · 26_2.2 · 26_BP_B_2 · 27_7.6","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"392","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1989.24","","2","28","9","30.9.2025","20.4.2026","—","14.10.2025","—","26_1.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"393","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1988.68","","2","29","10","30.9.2025","24.4.2026","—","14.10.2025","—","26_1.1 · 26_2.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"394","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","1989.12","B4-4-1","2","31","9","24.4.2026","8.9.2026","—","—","—","26_1.1 · 26_BP_B_4 · 26_2.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"395","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1988.61","","2","31","5","24.4.2026","8.9.2026","—","10.10.2025","—","26_1.1 · 26_1.2 · 26_BP_B_4 · 26_2.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"396","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","1988.83","B3-5-4","2","32","10","30.4.2026","9.5.2026","—","—","—","26_1.2 · 26_BP_B_4 · 26_2.1","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"397","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1988.78","B3-5-3","2","33","6","30.4.2026","11.5.2026","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
